Genre,Publication Date,Author,Title,Rating,Ratings Count,Reviews Count,Auth_Books,Auth_Followers
"Historical Fiction,Fiction,Classics,Young,Adult,Historical School Adventure,...more",1953-01-01,Conrad Richter,The Light in the Forest,3.42,5135.0,608.0,56.0,136.0
"Historical Fiction,Fiction,Canada,Historical Canadian,Literature,Book,Club,Adult,Fiction,...more",1992-01-01,Bernice Morgan,Random Passage,4.04,1856.0,129.0,14.0,28.0
"Fiction,Novels,Contemporary,Romance,Literary,Fiction,Book,Club,Short,Stories,...more",2000-04-25,Charles Baxter,The Feast of Love,3.68,9592.0,1021.0,77.0,396.0
"Islam,Science,Religion,Nonfiction",2000-01-01,Harun Yahya,Miracles of The Qur'an,4.18,337.0,25.0,497.0,317.0
"Economics,Politics,Nonfiction,Philosophy,Business,Finance,History,...more",1962-01-01,Milton Friedman,Capitalism and Freedom,3.91,13996.0,905.0,166.0,1476.0
"Fiction,Classics,Italian,Literature,Italy,Literature,Historical Fiction,Novels,...more",1950-01-01,Cesare Pavese,The Moon and the Bonfires,3.77,16195.0,957.0,308.0,1111.0
"Historical Fiction,Historical Fiction,Adventure,Scotland16th,Century,Romance,...more",1969-01-01,Dorothy Dunnett,Pawn in Frankincense,4.62,3936.0,269.0,47.0,807.0
"Fiction,Historical Fiction,Classics,Jewish,Russia,Literature,Novels,...more",1966-01-01,Susan Andersen,Drunter und drüber - bk322,3.98,11495.0,772.0,89.0,1267.0
"History,France,War,Classics,French,Literature,Historical World,War,I,I,...more",1952-01-01,Robert Merle,La mort est mon métier,4.36,6909.0,517.0,85.0,243.0
"Historical Fiction,Fiction,Classics,Historical Adventure,Audiobook,Novels,...more",1975-01-01,James Clavell,"Shōgun, Volume 1",4.54,11327.0,438.0,122.0,3232.0
"Fantasy,Science,Fiction,Fiction,Post,Apocalyptic,Erotica,Science,Fiction,Fantasy,Romance,...more",1977-01-01,Janet E. Morris,High Couch of Silistra,3.57,449.0,67.0,97.0,348.0
"Science,Fiction,Fiction,Space,Opera,Science,Fiction,Fantasy,Space,Novels,Aliens,...more",1973-01-01,Larry Niven,Protector,4.06,10761.0,305.0,603.0,3160.0
"History,Nonfiction,Politics,Economics,Latin,American,Spanish,Literature,Latin,American,History,...more",1971-01-01,Eduardo Galeano,Open Veins of Latin America: Five Centuries of the Pillage of a Continent,4.31,23813.0,2022.0,137.0,3490.0
"Film,Biography,Nonfiction,Memoir,Autobiography,Art,Media,Tie,In,...more",1987-01-01,Ingmar Bergman,The Magic Lantern,4.08,3260.0,250.0,141.0,571.0
"Science,Philosophy,Nonfiction,Evolution,Biology,History,Psychology,...more",1995-05-10,Daniel C. Dennett,Darwin's Dangerous Idea: Evolution and the Meanings of Life,4.07,16562.0,358.0,60.0,2902.0
"Fiction,Literature,Latin,American,Latin,American,Literature,Mythology,Nobel,Prize,Classics,...more",1963-01-01,Miguel Ángel Asturias,Mulata,3.73,251.0,38.0,118.0,359.0
"Historical Fiction,Mystery,Fiction,Crime,Thriller,Historical Mystery,Thriller,...more",1997-01-01,Caleb Carr,The Angel of Darkness,4.0,30168.0,1711.0,39.0,3338.0
"Historical Fiction,Fiction,Historical L,G,B,T,Classics,Mythology,Greece,...more",1956-01-01,Mary Renault,The Last of the Wine,4.05,5977.0,585.0,30.0,1510.0
"Fiction,Sports,Baseball,Classics,Novels,Literature,Literary,Fiction,...more",1952-01-01,Bernard Malamud,The Natural,3.62,10537.0,842.0,139.0,457.0
"Fantasy,Childrens,Fiction,Middle,Grade,Animals,Cats,Classics,...more",1970-01-01,Annie M.G. Schmidt,Minoes,4.04,3960.0,405.0,314.0,207.0
"Short,Stories,Fiction,Jewish,Classics,Literature,Poland,Nobel,Prize,...more",1982-01-01,Isaac Bashevis Singer,The Collected Stories of Isaac Bashevis Singer,4.38,2145.0,139.0,465.0,999.0
"Poetry,Classics,American,Literature,The,United,States,Of,America20th,Century,Literary,Fiction,...more",1969-01-01,John Berryman,The Dream Songs,4.19,6745.0,200.0,128.0,226.0
"Science,Nonfiction,Islam,Evolution,Religion,Education,Theology,...more",1997-01-01,Harun Yahya,The Evolution Deceit: The Scientific Collapse of Darwinism and its Ideological Background,3.58,523.0,85.0,497.0,317.0
"Fantasy,Young,Adult,Animals,Fiction,Middle,Grade,Childrens,Adventure,...more",1997-10-01,Kenneth Oppel,Silverwing,4.07,14660.0,715.0,80.0,2635.0
"Fantasy,Fiction,Epic,Fantasy,High,Fantasy,Romance,Science,Fiction,Fantasy,Magic,...more",1999-09-04,Elizabeth Haydon,Rhapsody: Child of Blood,3.97,19920.0,649.0,42.0,999.0
"Fiction,Contemporary,British,Literature,Novels,Romance,Psychology,Literature,...more",1997-01-01,Jonathan Coe,The House of Sleep,3.94,12027.0,748.0,68.0,2383.0
"Fiction,India,Historical Fiction,Literary,Fiction,Indian,Literature,Literature,Asia,...more",1975-01-01,Ruth Prawer Jhabvala,Heat and Dust,3.55,8266.0,513.0,51.0,153.0
"Fantasy,Fiction,Science,Fiction,Horror,Novels,Science,Fiction,Fantasy,Magical,Realism,...more",1975-01-01,Gene Wolfe,Peace,4.11,2457.0,280.0,513.0,3239.0
"Fiction,Historical Fiction,War,World,War,I,I,Novels,American,Historical,...more",1982-08-12,William Wharton,A Midnight Clear,4.18,1945.0,106.0,34.0,248.0
"Philosophy,Nonfiction,Psychology,Spirituality,History,Religion,Metaphysics,...more",1949-01-01,Jean Gebser,The Ever-Present Origin,4.56,156.0,19.0,29.0,31.0
"Novels,Fiction,Iran,Literature,Classics,Drama,Historical Fiction,...more",1989-03-21,Abbas Maroufi,سمفونی مردگان,4.23,18325.0,1977.0,22.0,1585.0
"Poetry,Classics,Plays,Drama,Fiction,American,Literature,...more",1971-01-01,Wallace Stevens,The Palm at the End of the Mind: Selected Poems and a Play,4.33,2212.0,68.0,169.0,469.0
"Fiction,Novels,Literature,Literary,Fiction,Contemporary,Mystery,American,...more",1989-09-09,Russell Banks,Affliction,4.0,3788.0,287.0,58.0,936.0
"Fantasy,Young,Adult,Fiction,Animals,Childrens,Middle,Grade,Adventure,...more",1999-08-12,Kenneth Oppel,Sunwing,4.03,9638.0,214.0,80.0,2635.0
"Christian,Fiction,Christian,Fiction,Romance,Mystery,Suspense,Romantic,Suspense,...more",2000-11-09,Dee Henderson,The Negotiator,4.32,29887.0,1213.0,64.0,3843.0
"Horror,Vampires,Fantasy,Fiction,Paranormal,Science,Fiction,Urban,Fantasy,...more",1986-06-26,Brian Lumley,Necroscope,4.01,21346.0,993.0,434.0,1310.0
"Historical Fiction,Fiction,Espionage,Thriller,Mystery,War,World,War,I,I,...more",1988-06-23,Alan Furst,Night Soldiers,3.93,11937.0,970.0,41.0,1488.0
"Nonfiction,Polish,Literature,School History,Classics,War,Biography,...more",1951-01-01,Gustaw Herling-Grudziński,Inny świat,3.97,10135.0,486.0,92.0,55.0
"Poetry,Fiction,Classics,Literature,Nobel,Prize,Mythology,Epic,...more",1990-01-01,Derek Walcott,Omeros,3.99,3047.0,336.0,152.0,467.0
"Science,Fiction,Fiction,Feminism,Classics,Speculative,Fiction,L,G,B,T,Gender,...more",1975-01-01,Joanna Russ,The Female Man,3.47,8049.0,1052.0,185.0,448.0
"Fantasy,Humor,Fiction,Comedy,Science,Fiction,Fantasy,Science,Fiction,Comic,Fantasy,...more",1995-01-01,Stephen Briggs,Interesting Times: The Play,4.22,25343.0,177.0,102.0,83.0
"Islam,Nonfiction,Self,Help,Religion",1993-05-01,Muhammad Salih al-Munajjid,The Prophet's Methods of Correcting People's Mistakes,4.1,298.0,51.0,58.0,31.0
"Philosophy,Islam,Religion,Nonfiction",1965-01-01,Sayed Qutb,خصائص التصور الإسلامي ومقوماته,4.21,411.0,47.0,126.0,2048.0
"Science,Fiction,Fiction,Classics,Philosophy,Speculative,Fiction,Fantasy,Science,Fiction,Fantasy,...more",1930-01-01,Olaf Stapledon,Last and First Men,3.79,6445.0,570.0,100.0,499.0
"Fantasy,Fiction,Childrens,Animals,Middle,Grade,Classics,Adventure,...more",1967-01-01,Russell Hoban,The Mouse and His Child,3.93,2566.0,298.0,165.0,377.0
"Fiction,Historical Fiction,Egypt,Novels,Africa,Romance,Literature,...more",1999-01-01,Ahdaf Soueif,The Map of Love,3.81,6984.0,1072.0,30.0,839.0
"Nonfiction,Essays,Memoir,History,School Classics,Travel,...more",1988-07-01,Jamaica Kincaid,A Small Place,4.05,15440.0,1615.0,84.0,1530.0
"History,Nonfiction,Travel,India,Egypt,Memoir,Anthropology,...more",1993-01-01,Amitav Ghosh,In an Antique Land,3.85,3342.0,316.0,51.0,3761.0
"Historical Fiction,Fiction,Mythology,Historical Fantasy,Greece,Greek,Mythology,...more",1962-01-01,Mary Renault,The Bull from the Sea,4.1,4008.0,252.0,30.0,1510.0
"Historical Fiction,Fiction,Classics,Adventure,Historical Novels,Literature,...more",1936-01-01,Charles Bernard Nordhoff,The Mutiny on the Bounty Trilogy,4.4,1438.0,109.0,34.0,45.0
"Fiction,Mystery,Contemporary,Scotland,Thriller,Crime,Novels,...more",1992-01-01,Iain Banks,The Crow Road,4.08,23073.0,1053.0,33.0,4506.0
"Romance,Historical Romance,Historical Westerns,Fiction,Western,Romance,Historical Fiction,...more",1996-04-01,Elizabeth Lowell,Autumn Lover,3.77,2030.0,100.0,213.0,1857.0
"Fiction,Thriller,Christmas,Historical Fiction,Short,Stories,Adventure,Aviation,...more",1975-11-01,Frederick Forsyth,The Shepherd,3.99,5327.0,402.0,267.0,3760.0
"Philosophy,Nonfiction,China,Self,Help,Classics,Spirituality,Essays,...more",1937-01-01,Lin Yutang,The Importance of Living,4.06,1365.0,181.0,227.0,315.0
"Fiction,Spanish,Literature,Spain,Classics,Nobel,Prize,Literature,Novels,...more",1951-01-01,Camilo José Cela,La colmena,3.75,9570.0,593.0,289.0,395.0
"Fiction,Dogs,Animals",1999-02-01,John Berger,King: A Street Story,3.77,361.0,45.0,181.0,2229.0
"Historical Fiction,Romance,Historical Romance,Fiction,Historical Chick,Lit,Drama,...more",2000-01-01,Lesley Pearse,Never Look Back,4.42,4252.0,251.0,53.0,2050.0
"Childrens,Fiction,Mystery,Fantasy,Animals,Humor,Middle,Grade,...more",1982-01-01,James Howe,Howliday Inn,3.95,14123.0,572.0,211.0,453.0
"Romance,Historical Romance,Historical Historical,Fiction,Westerns,Fiction,Adult,...more",1989-01-01,LaVyrle Spencer,Morning Glory,4.27,15509.0,1455.0,99.0,1473.0
"Language,Nonfiction,Education,Linguistics",1997-12-01,Amorey Gethin,The Art and Science of Learning Languages,4.31,35.0,6.0,6.0,1.0
"Fiction,Mystery,Novels,Literary,Fiction,Contemporary,Family,British,Literature,...more",1996-01-01,Helen Dunmore,Talking to the Dead,3.64,1390.0,167.0,131.0,928.0
"Fantasy,Fiction,Childrens,Classics,Finnish,Literature,Middle,Grade,Adventure,...more",1946-01-01,Tove Jansson,Comet in Moominland,4.24,19771.0,1381.0,771.0,3470.0
"Fiction,Historical Fiction,Historical Indian,Literature,Novels,Literary,Fiction,Literature,...more",2000-01-01,Amitav Ghosh,The Glass Palace,4.0,26682.0,2061.0,51.0,3761.0
"Fiction,War,Historical Fiction,World,War,I,Military,Fiction,Classics,Novels,...more",1933-01-01,William March,Company K,4.23,1002.0,117.0,57.0,79.0
"Politics,Nonfiction,Sociology,History,Essays,Philosophy,Economics,...more",1997-05-14,Jim Goad,"The Redneck Manifesto: How Hillbillies, Hicks, and White Trash Became America's Scapegoats",3.8,1313.0,140.0,25.0,185.0
"Islam,Biography,History",1992-01-01,Mahdi Rizqullah Ahmad,"A Biography of The Prophet of Islam , In the Light of the Original Sources An Analytical Study",4.35,37.0,7.0,3.0,2.0
"Fiction,L,G,B,T,Queer,Gay,Classics,Romance,New,York,...more",1978-05-01,Andrew Holleran,Dancer from the Dance,3.98,9182.0,839.0,32.0,290.0
"Classics,Fiction,Mystery,Historical Fiction,Australia,Horror,Historical,...more",1967-01-01,Joan Lindsay,Picnic at Hanging Rock,3.67,26131.0,3060.0,8.0,158.0
"History,Nonfiction,American,History,American,Politics,Cultural,Sociology,...more",1989-01-01,David Hackett Fischer,Albion's Seed: Four British Folkways in America,4.37,3296.0,406.0,19.0,440.0
"Nonfiction,War,History,Memoir,Military,Fiction,Biography,Biography,Memoir,...more",1973-01-01,Tim O'Brien,"If I Die in a Combat Zone, Box Me Up and Ship Me Home",3.96,11260.0,603.0,118.0,2991.0
"Science,Fiction,Fiction,Science,Fiction,Fantasy,Novels,Classics,Speculative,Fiction,Collections,...more",1937-01-01,Olaf Stapledon,Last and First Men/Star Maker,3.99,590.0,47.0,100.0,499.0
"History,Sociology,Politics,Nonfiction,World,History,Social,Science,Political,Science,...more",1986-04-30,Michael Mann,"The Sources of Social Power: Volume 1, A History of Power from the Beginning to AD 1760",4.34,137.0,6.0,94.0,86.0
"Fiction,Historical Fiction,Africa,War,World,War,I,Historical Humor,...more",1982-01-01,William  Boyd,An Ice-Cream War,3.9,4122.0,238.0,62.0,2072.0
"Fiction,Historical Fiction,Spanish,Literature,Historical Classics,Literature,Italy,...more",1962-06-01,Manuel Mujica Lainez,Bomarzo,4.28,900.0,117.0,101.0,100.0
"Romance,Contemporary,Romance,Fiction,Contemporary,Westerns,Historical Romantic,Suspense,...more",1985-08-01,Elizabeth Lowell,Beautiful Dreamer,3.8,1626.0,95.0,213.0,1857.0
"Fiction,Classics,Literature,Literary,Fiction,Southern,American,Novels,...more",1951-01-01,William Styron,Lie Down in Darkness,3.81,3466.0,373.0,99.0,845.0
"Biography,Nonfiction,Christian",1996-01-01,Patricia St. John,An Ordinary Woman's Extraordinary Faith,4.22,60.0,12.0,90.0,220.0
"Plays,Drama,Fiction,Literature,American,Americana,Theatre",2006-01-01,Arthur Miller,Collected Plays 1944-1961,4.21,431.0,11.0,532.0,2831.0
"Fiction,Africa,Classics,Historical Fiction,Novels,Nobel,Prize,Coming,Of,Age,...more",1952-01-01,Doris Lessing,Martha Quest,3.79,2546.0,188.0,488.0,2850.0
"Philosophy,Nonfiction,Education,Politics,History,Cultural,Sociology,...more",1987-12-01,Allan Bloom,The Closing of the American Mind,3.76,5704.0,632.0,40.0,183.0
"Fantasy,Fiction,L,G,B,T,Queer,Romance,M,M,Romance,Gay,...more",1987-02-01,Ellen Kushner,Swordspoint,3.8,10572.0,1124.0,142.0,585.0
"Classics,Biography,Childrens,Nonfiction,History,Westerns,Memoir,...more",1950-01-01,Ralph Moody,Father and I Were Ranchers,4.27,14781.0,1465.0,107.0,182.0
"Fiction,France,Queer,French,Literature,L,G,B,T,Literature,Gay,...more",1946-01-01,Jean Genet,Miracle of the Rose,4.1,1346.0,81.0,133.0,1122.0
"Fiction,Literary,Fiction,Novels,British,Literature,Classics20th,Century,Female,Authors,...more",1971-01-01,Iris Murdoch,An Accidental Man,3.8,886.0,71.0,110.0,2261.0
"Islam,Religion,History",1997-01-01,Muhammad Mohar Ali,"Sirat  al-Nabi and the Orientalists - with special reference to the writings of William Muir, D.S. Margoliouth and W. Montgomery Watt",4.38,13.0,1.0,15.0,8.0
"Fiction,Scotland,Historical Fiction,Classics,Literature,Historical Novels,...more",1934-01-01,Lewis Grassic Gibbon,"A Scots Quair: Sunset Song, Cloud Howe, Grey Granite",4.22,944.0,75.0,61.0,54.0
"Science,Fiction,Fiction,Speculative,Fiction,Science,Fiction,Fantasy,Dystopia,Fantasy,Audiobook,...more",1993-02-01,Nancy Kress,Beggars in Spain,3.93,8586.0,801.0,439.0,879.0
"Language,Reference,Nonfiction,Education,Self,Help,Writing,Linguistics,...more",1990-04-05,Raymond Murphy,Essential Grammar in Use with Answers and CD-ROM Pack,4.26,1110.0,58.0,130.0,145.0
"History,Politics,Nonfiction,Russia,Russian,Revolution,Soviet,History",1947-06-30,Voline,"The Unknown Revolution, 1917-1921",4.23,107.0,17.0,14.0,7.0
"History,Nonfiction,War,World,War,I,I,Military,Fiction,Historical Military,History,...more",1950-01-01,Paul Brickhill,Great Escape,4.22,10086.0,557.0,31.0,61.0
"Fiction,Italian,Literature,Novels,Italy,Contemporary,Roman,Classics,...more",1991-01-01,Alessandro Baricco,Castelli di rabbia,3.76,9387.0,439.0,89.0,3608.0
"Nonfiction,History,Politics,Race,Biography,Memoir,Theory,...more",1973-01-01,Huey P. Newton,Revolutionary Suicide,4.47,6003.0,354.0,26.0,342.0
"Young,Adult,Fiction,Classics,Realistic,Fiction,School Teen,Banned,Books,...more",1985-03-12,Robert Cormier,Beyond the Chocolate War,3.61,2873.0,201.0,76.0,608.0
"Travel,Nonfiction,History,Adventure,Memoir,Biography,Asia,...more",1927-01-01,Alexandra David-Néel,My Journey to Lhasa: The Classic Story of the Only Western Woman Who Succeeded in Entering the Forbidden City,3.98,2186.0,201.0,87.0,224.0
"Classics,Fiction,Historical Fiction,British,Literature,Modern,Classics20th,Century,Feminism,...more",1936-01-01,Winifred Holtby,South Riding,3.98,3220.0,421.0,43.0,73.0
"Romance,Romantic,Suspense,Mystery,Suspense,Contemporary,Fiction,Contemporary,Romance,...more",1997-10-01,Elizabeth Lowell,Amber Beach,3.98,6469.0,197.0,213.0,1857.0
"Swedish,Literature,Classics,Fiction,Scandinavian,Literature,Nobel,Prize,Historical Fiction,Religion,...more",1933-01-01,Pär Lagerkvist,Bödeln,3.51,1097.0,64.0,175.0,292.0
"Fiction,Thriller,War,Historical Fiction,Adventure,Action,Classics,...more",1957-01-01,Alistair MacLean,The Guns of Navarone,4.13,18898.0,537.0,267.0,1116.0
"Fiction,Thriller,Adventure,Mystery,Espionage,Action,Suspense,...more",1963-04-01,Alistair MacLean,Ice Station Zebra,4.01,19307.0,431.0,267.0,1116.0
"Fiction,Canada,Classics,Literature,Novels,Literary,Fiction,Canadian,Literature,...more",1972-01-01,Robertson Davies,The Manticore,4.02,6481.0,369.0,163.0,858.0
"Short,Stories,Fiction,Classics,Southern,Gothic,American,Gothic,Southern,...more",1951-01-01,Carson McCullers,La balada del café triste,3.8,23841.0,2609.0,161.0,2876.0
"Historical Fiction,Young,Adult,Romance,Historical Fiction,Egypt,Classics,...more",1953-01-01,Eloise Jarvis McGraw,"Mara, Daughter of the Nile",4.24,12686.0,1157.0,34.0,292.0
"Politics,History,Nonfiction,Theory,Philosophy,Economics,Sociology,...more",1997-06-01,Michael Parenti,Blackshirts and Reds: Rational Fascism and the Overthrow of Communism,4.41,6293.0,749.0,51.0,1178.0
"Short,Stories,Fiction,Classics,Literary,Fiction20th,Century,Literature,Womens,...more",1945-01-01,Katherine Mansfield,The Collected Stories of Katherine Mansfield,4.14,2755.0,190.0,696.0,1090.0
"Fiction,Travel,Classics,Humor,Historical Fiction,British,Literature20th,Century,...more",1956-01-01,Rose Macaulay,The Towers of Trebizond,3.67,1723.0,333.0,101.0,107.0
"Fiction,South,Africa,Literature,Nobel,Prize,African,Literature20th,Century,Literary,Fiction,...more",1977-01-01,J.M. Coetzee,In the Heart of the Country,3.68,3559.0,319.0,169.0,4885.0
"Fiction,German,Literature,Germany,Classics,Nobel,Prize,Literature,Novels,...more",1963-01-01,Günter Grass,Dog Years,3.88,1776.0,124.0,414.0,1638.0
"Fiction,Classics,Novels,Literature,Historical Media,Tie,In,Historical Fiction,...more",1965-01-01,Donn Pearce,Cool Hand Luke,4.14,1486.0,176.0,8.0,9.0
"Fiction,Classics,Poetry,Fantasy,American,Novels,Literary,Fiction,...more",1968-06-14,Richard Brautigan,In Watermelon Sugar,3.78,23543.0,2565.0,144.0,2064.0
"Science,Fiction,Fiction,Classics,Space,Opera,Science,Fiction,Fantasy,Speculative,Fiction,Novels,...more",1966-05-01,Samuel R. Delany,Babel-17,3.73,18340.0,1555.0,279.0,2078.0
"Historical Fiction,Fiction,Historical British,Literature,Classics19th,Century,Romance,...more",1970-08-01,R.F. Delderfield,God Is an Englishman,4.1,3163.0,236.0,85.0,183.0
"Philosophy,Nonfiction,Psychology,Language,Classics,Essays,Science,...more",1969-01-01,Ludwig Wittgenstein,On Certainty,4.16,4746.0,196.0,252.0,2623.0
"Fiction,Classics,Southern,Historical Fiction,Novels,American20th,Century,...more",1946-01-01,Eudora Welty,Delta Wedding,3.61,3644.0,457.0,211.0,928.0
"Historical Fiction,Middle,Grade,Historical Juvenile,Childrens,Fiction,Young,Adult",1996-04-01,Kathleen Duey,"Sarah Anne Hartford : Massachusetts, 1651",3.49,63.0,7.0,142.0,352.0
"Fiction,German,Literature,Novels,Germany,Classics,Nobel,Prize,Literature,...more",1953-01-01,Heinrich Böll,And Never Said a Word,3.81,2010.0,191.0,596.0,1560.0
"Fiction,Science,Fiction,Dystopia,Climate,Change,Fiction,Novels,Environment,Literary,Fiction,...more",2000-09-11,T. Coraghessan Boyle,A Friend of the Earth,3.69,3628.0,344.0,149.0,2837.0
"Historical Fiction,Fiction,Australia,Historical Adventure,Travel,Tasmania,...more",2000-03-14,Matthew Kneale,English Passengers,4.07,7273.0,671.0,21.0,152.0
"Classics,Childrens,Fiction,Historical Fiction,Middle,Grade,Young,Adult,Juvenile,...more",1940-01-01,Maud Hart Lovelace,Betsy-Tacy,4.08,24707.0,1405.0,46.0,691.0
"Mystery,Crime,Fiction,Humor,Thriller,Mystery,Thriller,Comedy,...more",1970-01-01,Donald E. Westlake,The Hot Rock,3.95,6570.0,641.0,405.0,877.0
"Poetry,Goth,Gothic,Short,Stories,Memoir",1987-01-01,Danielle Willis,Corpse Delectable,4.67,12.0,1.0,17.0,6.0
"Manga,Graphic,Novels,Comics,Fantasy,Science,Fiction,Fiction,Japan,...more",1982-01-01,Hayao Miyazaki,"Nausicaä of the Valley of the Wind, Vol. 1",4.46,11975.0,586.0,368.0,3124.0
"Short,Stories,Nonfiction,Classics,History,Memoir,Poetry,Essays,...more",1919-01-01,Zitkála-Šá,American Indian Stories,3.97,1745.0,185.0,62.0,168.0
"Nonfiction,Travel,Nature,History,Science,Adventure,Environment,...more",1977-01-01,John McPhee,Coming Into the Country,4.21,7214.0,416.0,127.0,1706.0
"Fiction,Classics,British,Literature,Historical Fiction,War,Literary,Fiction,World,War,I,I,...more",1947-01-01,Patrick Hamilton,The Slaves of Solitude,4.08,2710.0,347.0,73.0,269.0
"Poetry,Nobel,Prize,Fiction,Post,Colonial20th,Century,School Literature,...more",1985-01-01,Derek Walcott,"Collected Poems, 1948-1984",4.17,878.0,32.0,152.0,467.0
"Historical Fiction,Fiction,India,Romance,Historical Historical,Romance,Adventure,...more",1956-01-01,M.M. Kaye,Shadow of the Moon,4.23,4516.0,340.0,36.0,552.0
"Fiction,Romance,Medical,Medicine,Drama,Contemporary,Novels,...more",1988-01-01,Erich Segal,Doctors,4.07,14700.0,584.0,74.0,1139.0
"Fiction,Spanish,Literature,L,G,B,T,Latin,American,Latin,American,Literature,Literature,Crime,...more",1994-01-01,Fernando Vallejo,La virgen de los sicarios,3.71,4111.0,386.0,36.0,326.0
"Fiction,Science,Fiction,Religion,American,Literary,Fiction,Novels,Dystopia,...more",1954-01-01,Gore Vidal,Messiah,3.92,1205.0,117.0,291.0,1764.0
"Programming,Computer,Science,Technology,Nonfiction,Science,Technical,Software,...more",1973-01-01,Donald Ervin Knuth,"The Art of Computer Programming, Volume 1: Fundamental Algorithms",4.38,1868.0,57.0,104.0,690.0
"History,Nonfiction,Medieval,Medieval,History,European,History,Ancient,History,Classics,...more",1991-01-01,John Julius Norwich,Byzantium: The Apogee,4.41,1195.0,69.0,134.0,614.0
"Poetry,Spanish,Literature,Classics,Literature20th,Century,College,Fiction",1922-06-01,César Vallejo,Trilce,4.28,1358.0,105.0,297.0,354.0
"Fiction,Classics,Novels,Literature,American,Literary,Fiction20th,Century,...more",1934-01-28,John O'Hara,Appointment in Samarra,3.81,15631.0,1014.0,185.0,274.0
"Science,Fiction,Short,Stories,Fiction,Fantasy,Science,Fiction,Fantasy,Anthologies,Classics,...more",1970-01-01,R.A. Lafferty,Nine Hundred Grandmothers,4.17,728.0,88.0,550.0,291.0
"Classics,Plays,School German,Literature,Drama,Fiction,Theatre,...more",1956-01-29,Friedrich Dürrenmatt,The Visit: A Tragi-Comedy,3.67,31242.0,1353.0,321.0,924.0
"Fiction,Canada,Classics,Canadian,Literature,Literary,Fiction,Novels,Literature,...more",1966-01-01,Margaret Laurence,A Jest of God,3.96,3290.0,199.0,51.0,372.0
"Fiction,France,Philosophy,Literature,French,Literature,Novels,Science,Fiction,...more",1911-01-01,Alfred Jarry,"Exploits & Opinions of Dr. Faustroll, Pataphysician",3.97,819.0,90.0,196.0,247.0
"Plays,Drama,Classics,School Fiction,Read,For,School Historical Fiction,...more",1986-06-01,August Wilson,Fences,3.88,27309.0,1943.0,58.0,508.0
"Fiction,Classics,L,G,B,T,Germany,Queer20th,Century,Novels,...more",1935-01-01,Christopher Isherwood,Mr. Norris Changes Trains,3.75,5162.0,442.0,177.0,1381.0
"Historical Fiction,Adventure,Young,Adult,Fiction",1911-01-01,Ernest Thompson Seton,Rolf in the Woods: The Adventures of a Boy Scout With Indian Quonab and Little Dog Skookum,4.24,186.0,11.0,742.0,101.0
"Historical Fiction,Young,Adult,Fiction,Historical Middle,Grade,Childrens,School,...more",1991-01-01,Katherine Paterson,Lyddie,3.62,7078.0,623.0,107.0,2158.0
"Fiction,Africa,Short,Stories,Literature,Nobel,Prize,Classics,India,...more",1971-01-01,V.S. Naipaul,In a Free State,3.49,5062.0,419.0,132.0,1661.0
"Poetry,Nature,Nonfiction,Literature,Classics,Environment,American,...more",1985-04-01,Wendell Berry,"The Collected Poems, 1957-1982",4.4,1774.0,94.0,317.0,4302.0
"Fiction,Sweden,Scandinavian,Literature,Nobel,Prize,Historical Fiction,Classics,Literature,...more",1960-01-01,Pär Lagerkvist,The Death of Ahasuerus,3.58,477.0,40.0,175.0,292.0
"Politics,Nonfiction,History,Philosophy,Sociology,Economics,Journalism,...more",1988-01-01,Edward S. Herman,Manufacturing Consent: The Political Economy of the Mass Media,4.24,21317.0,1269.0,44.0,213.0
"Fiction,Russia,Science,Fiction,Dystopia,Russian,Literature,Post,Apocalyptic,Fantasy,...more",1999-01-01,Tatyana Tolstaya,The Slynx,3.82,5240.0,445.0,61.0,281.0
"Fiction,Classics,Historical Fiction,Literature,Novels,Music,American,...more",1915-01-01,Willa Cather,The Song of the Lark,3.9,10944.0,1328.0,798.0,2438.0
"Science,Fiction,Fiction,Aliens,Hard,Science,Fiction,Science,Fiction,Fantasy,Speculative,Fiction,Adventure,...more",1954-01-01,Hal Clement,Mission of Gravity,3.9,7371.0,260.0,178.0,105.0
"Fiction,Historical Fiction,Classics,British,Literature,Literary,Fiction,Audiobook,Humor,...more",1988-01-01,Muriel Spark,A Far Cry from Kensington,3.83,6381.0,796.0,197.0,1138.0
"Fiction,Historical Fiction,Christian,Novels,Classics,Religion,Christian,Fiction,...more",1980-01-01,Frederick Buechner,Godric,4.17,2293.0,293.0,67.0,1165.0
"Science,Fiction,Fiction,Feminism,Fantasy,Science,Fiction,Fantasy,L,G,B,T,Queer,...more",1986-02-01,Joan Slonczewski,A Door Into Ocean,3.98,2332.0,243.0,29.0,182.0
"Historical Fiction,Fiction,Classics,Historical Literature,Novels,American,...more",1972-10-31,John  Williams,Augustus,4.24,16358.0,1761.0,8.0,1880.0
"Biography,Nonfiction,History,School Childrens,Classics,Historical,...more",1969-01-01,Margaret Davidson,Helen Keller,4.09,2870.0,209.0,60.0,47.0
"Historical Fiction,Fiction,Mystery,Thriller,Historical Mystery,Thriller,American,History,...more",1979-01-01,William Martin,Back Bay,3.9,2309.0,225.0,266.0,378.0
"Fiction,Short,Stories,Canada,Contemporary,Literature,Religion,Novels,...more",1994-01-01,Douglas Coupland,Life After God,3.83,11984.0,532.0,84.0,4530.0
