Genre,Publication Date,Author,Title,Rating,Ratings Count,Reviews Count,Auth_Books,Auth_Followers
"Fiction,Science,Fiction,Dystopia,Classics,German,Literature,Post,Apocalyptic,Novels,more",1963-01-01,Marlen Haushofer,The Wall,4.04,20242,2661,39.0,212.0
"Nonfiction,Classics,Animals,Memoir,Biography,Humor,Nature,more",1972-01-01,James Herriot,All Creatures Great and Small All Things Bright and Beautiful,4.33,15150,319,318.0,3030.0
"Fiction,Feminism,Egypt,Classics,Africa,Womens,Novels,more",1975-01-01,Nawal Saadawi,Woman Point Zero,4.19,22647,3139,96.0,2994.0
"Fiction,Classics,Literature,American,Novelsth,Century,Novella,more",1957-01-01,Saul Bellow,Seize the Day,3.53,12735,1072,249.0,1838.0
"Mystery,Fiction,Crime,Noir,Classics,Detective,Thriller,more",1943-01-01,Raymond Chandler,The Lady the Lake,4.06,25898,1508,336.0,5129.0
"Nonfiction,History,Holocaust,Memoir,Philosophy,Biography,War,more",1986-01-01,Primo Levi,The Drowned and the Saved,4.43,9218,575,168.0,2010.0
"Classics,Historical Fiction,Fiction,Adventure,Historical France,French,Revolution,more",1921-01-01,Rafael Sabatini,Scaramouche,4.1,8837,849,536.0,506.0
"Fiction,Fantasy,Gothic,Classics,Magical,Realism,Horrorth,Century,more",1967-01-01,Angela Carter,The Magic Toyshop,3.8,12632,1244,194.0,3479.0
"Humor,Fiction,Short,Stories,Classics,Essays,Comedy,Literature,more",1945-01-01,James Thurber,The Thurber Carnival,4.21,3316,229,335.0,585.0
"Fiction,Horror,Gothic,Novels,Southern,Gothic,Music,Literature,more",1989-01-01,Nick Cave,And the Ass Saw the Angel,3.85,10753,690,90.0,1825.0
"Nonfiction,Psychology,Memoir,Biography,Mental,Health,Mental,Illness,Autobiography,more",1987-06-08,Truddi Chase,When Rabbit Howls,4.04,17555,732,3.0,86.0
"Fiction,Literature,Novels,Fantasy,Americanth,Century,Literary,Fiction,more",1966-01-01,John Barth,Giles GoatBoy,3.75,2188,172,93.0,718.0
"Fiction,Historical Fiction,Southern,Classics,Southern,Gothic,Literature,Novels,more",1932-01-01,Erskine Caldwell,Tobacco Road,3.71,15378,996,288.0,206.0
"Poetry,France,Classics,French,Literature,School Fictionth,Century,more",1913-01-01,Guillaume Apollinaire,Alcools,3.87,7899,260,822.0,441.0
"Fiction,Historical Fiction,Africa,Adventure,Historical Literature,The,United,States,Of,America,more",1981-01-01,Coraghessan Boyle,Water Music,4.19,5157,338,149.0,2837.0
"Fiction,Historical Fiction,Classics,Young,Adult,Canada,Nature,Historical,more",1967-01-01,Margaret Craven,Heard the Owl Call Name,4.04,8265,1033,8.0,39.0
"Science,Fiction,Fiction,Classics,Czech,Literature,Dystopia,Fantasy,Humor,more",1936-01-01,Karel apek,War with the Newts,4.17,15078,1431,484.0,835.0
"Fiction,Mystery,Thriller,Crime,Mystery,Thriller,Noir,Audiobook,more",1950-03-15,Patricia Highsmith,Strangers Train,3.73,33532,3447,409.0,4446.0
"Philosophy,Nonfiction,History,Literary,Criticism,Theory,Criticism,Russia,more",1965-01-01,Mikhail Bakhtin,Rabelais and His World,4.26,1481,87,104.0,278.0
"Fiction,Chick,Lit,Southern,Humor,Historical Fiction,Adult,Fiction,Contemporary,more",1998-09-22,Fannie Flagg,Welcome the World Baby Girl,3.91,27012,1522,60.0,4530.0
"Fiction,Classics,Historical Fiction,Literature,Novels,British,Literature,Literary,Fiction,more",1966-01-01,Graham Greene,The Comedians,3.99,9402,809,496.0,5503.0
"Queer,Fiction,L,G,B,T,Feminism,Lesbian,Coming,Of,Age,Novels,more",1998-01-01,Michelle Tea,The Passionate Mistakes and Intricate Corruption One Girl America,3.9,1021,73,47.0,952.0
"Writing,Nonfiction,Memoir,Essays,Crafts,Biography,Art,more",1989-01-01,Annie Dillard,The Writing Life,3.98,17416,1615,70.0,2498.0
"Nonfiction,History,Memoir,School Biography,Historical Race,more",1994-01-01,Melba Pattillo Beals,Warriors Dont Cry Searing Memoir the Battle Integrate Little Rocks Central High,4.17,15743,1857,11.0,93.0
"Fiction,Classics,Southern,Gothic,Novels,Gothic,Literature,Southern,more",1960-01-01,Flannery Connor,The Violent Bear Away,4.08,14242,1417,198.0,4879.0
"History,Nonfiction,Adventure,Biography,Travel,Survival,Historical,more",1998-11-03,Caroline Alexander,The Endurance Shackletons Legendary Antarctic Expedition,4.33,21137,712,36.0,182.0
"Fiction,Horror,Novels,Queer,Contemporary,Classics,Feminism,more",1998-01-01,Dodie Bellamy,The Letters Mina Harker,4.06,280,26,39.0,172.0
"Fiction,Classics,Historical Fiction,Africa,Novels,Literature,South,Africa,more",1986-01-01,Coetzee,Foe,3.42,11540,886,169.0,4885.0
"Fiction,Africa,Magical,Realism,Fantasy,Nigeria,Literary,Fiction,African,Literature,more",1991-01-01,Ben Okri,The Famished Road,3.73,13016,1051,83.0,902.0
"Historical Fiction,Fiction,Historical Young,Adult,Adventure,Classics,Childrens,more",1954-01-01,Rosemary Sutcliff,The Eagle the Ninth,3.94,11327,1089,101.0,637.0
"Fiction,Historical Fiction,Australia,Historical Crime,Literature,Literary,Fiction,more",2000-01-01,Peter Carey,True History the Kelly Gang,3.83,23107,1435,101.0,999.0
"Fiction,Classics,Novels,Literature,American,Humor,Literary,Fiction,more",1974-01-01,Joseph Heller,Something Happened,3.54,8231,675,58.0,2798.0
"Classics,Fiction,Humor,British,Literature,Literatureth,Century,Novels,more",1930-01-01,Evelyn Waugh,Vile Bodies,3.72,16253,1270,254.0,2632.0
"India,Nonfiction,Economics,Politics,History,Journalism,Indian,Literature,more",1996-01-01,Sainath,Everybody Loves Good Drought,4.33,3185,299,7.0,2.0
"Science,Fiction,Fiction,Military,Fiction,War,Fantasy,Science,Fiction,Fantasy,Military,Science,Fiction,more",1984-12-01,John Steakley,Armor,4.11,19773,1114,7.0,221.0
"Science,Fiction,Fiction,Fantasy,Science,Fiction,Fantasy,Speculative,Fiction,Literature,Nobel,Prize,more",1979-01-01,Doris Lessing,Colonised Planet Shikasta,3.65,2669,317,488.0,2850.0
"Fiction,Classics,France,French,Literature,Literature,Romance,Novels,more",1928-01-01,Andr Breton,Nadja,3.55,11667,996,264.0,722.0
"Historical Fiction,Fiction,Romance,Time,Travel,Historical Fantasy,Gothic,more",1972-01-01,Anya Seton,Green Darkness,3.97,6633,587,45.0,860.0
"Fiction,Czech,Literature,Classics,Novels,Literature,Books,About,Books,Novella,more",1976-01-01,Bohumil Hrabal,Too Loud Solitude,3.98,23406,2982,179.0,1204.0
"Science,Fiction,Horror,Fiction,Classics,Fantasy,Science,Fiction,Fantasy,Audiobook,more",1957-01-01,John Wyndham,The Midwich Cuckoos,3.91,26318,1944,305.0,1870.0
"Fantasy,Fiction,High,Fantasy,Epic,Fantasy,Science,Fiction,Fantasy,Magic,Romance,more",1986-09-01,Katharine Kerr,Daggerspell,3.91,16417,656,75.0,1559.0
"Nonfiction,History,Russia,Travel,Polish,Literature,Politics,Journalism,more",1992-01-01,Ryszard Kapu ci ski,Imperium,4.36,7022,523,103.0,1799.0
"Fantasy,Childrens,Fairy,Tales,Fiction,Middle,Grade,Young,Adult,Romance,more",1980-01-01,Kaye,The Ordinary Princess,4.21,13934,1631,36.0,552.0
"Fiction,Classics,American,Novels,Literatureth,Century,The,United,States,Of,America,more",1933-01-01,Nathanael West,Miss Lonelyhearts,3.58,6353,706,20.0,350.0
"Classics,Fiction,Historical Fiction,Young,Adult,Romance,Childrens,Christian,more",1913-01-01,Gene Stratton Porter,Laddie True Blue Story,4.26,4450,500,106.0,604.0
"Historical Fiction,Fiction,Romance,Classics,Historical Historical,Romance,British,Literature,more",1944-01-01,Kathleen Winsor,Forever Amber,4.0,18950,1334,52.0,166.0
"Historical Fiction,Fiction,World,War,I,I,War,Historical Holocaust,Literature,more",1987-01-01,Marge Piercy,Gone Soldiers,4.26,5032,426,107.0,882.0
"Fiction,Classics,Politics,Historical Fiction,Philosophy,Novels,Literature,more",1914-04-23,Robert Tressell,The Ragged Trousered Philanthropists,4.04,9836,750,9.0,55.0
"History,Nonfiction,India,Politics,Historical Pakistan,Asia,more",1975-10-01,Larry Collins,Freedom Midnight,4.33,10468,822,57.0,176.0
"Fiction,Classics,German,Literature,Historical Fiction,War,Germany,Novels,more",1956-01-01,Erich Maria Remarque,The Black Obelisk,4.38,14370,493,191.0,5460.0
"History,Short,Stories,Holocaust,Nonfiction,Polish,Literature,War,Classics,more",1946-01-01,Tadeusz Borowski,This Way for the Gas Ladies and Gentlemen,4.12,10236,766,44.0,117.0
"Nonfiction,Philosophy,Psychology,History,Politics,Sociology,Anthropology,more",1960-01-01,Elias Canetti,Crowds and Power,4.08,1946,161,134.0,608.0
"Fiction,Jewish,Judaism,Religion,Historical Fiction,Classics,Literature,more",1981-01-01,Chaim Potok,The Book Lights,3.9,2482,172,54.0,1667.0
"Fiction,Classics,Dutch,Literature,Literature,Philosophy,Roman,Fantasy,more",1992-01-01,Harry Mulisch,The Discovery Heaven,4.17,16219,919,134.0,441.0
"Religion,Spirituality,Philosophy,Nonfiction,New,Age,Mysticism,Metaphysics,more",1955-10-12,Urantia Foundation,The Urantia Book,4.02,1281,147,22.0,32.0
"Classics,Spanish,Literature,Fiction,Spain,School Philosophy,Novels,more",1911-01-01,P o Baroja,rbol ciencia,3.67,11567,708,368.0,227.0
"Fiction,Magical,Realism,Historical Fiction,Classics,Latin,American,Spanish,Literature,Literature,more",1949-01-01,Alejo Carpentier,The Kingdom This World,3.78,7055,703,177.0,467.0
"Short,Stories,Classics,Fictionth,Century,Literature,Female,Authors,Literary,Fiction,more",1922-01-01,Katherine Mansfield,The Garden Party and Other Stories,3.85,8435,766,696.0,1090.0
"Nonfiction,History,Science,Aliens,Paranormal,Mythology,Religion,more",1968-01-01,Erich von D niken,Chariots The Gods,3.53,16671,1539,247.0,838.0
"Fiction,Historical Fiction,Japan,Classics,Japanese,Literature,Historical Novels,more",1935-01-01,Eiji Yoshikawa,Musashi,4.47,21042,1608,438.0,715.0
"Plays,Drama,Fiction,Classics,Theatre,School Historical Fiction,more",1988-01-01,David Henry Hwang,Butterfly,3.93,14345,619,34.0,109.0
"Mystery,Fiction,Crime,Noir,Detective,Classics,Thriller,more",1947-01-01,Mickey Spillane,the Jury,3.63,6273,542,284.0,409.0
"Plays,Classics,Theatre,France,Drama,School Fiction,more",1944-02-04,Jean Anouilh,Antigone,3.78,27289,1022,226.0,149.0
"Nonfiction,Africa,Travel,History,Journalism,Polish,Literature,Memoir,more",1998-01-01,Ryszard Kapu ci ski,The Shadow the Sun,4.39,15372,1283,103.0,1799.0
"Economics,History,Nonfiction,Politics,American,History,Finance,Philosophy,more",1963-01-01,Murray Rothbard,Americas Great Depression,4.2,1130,107,209.0,979.0
"Fiction,Fantasy,Magical,Realism,Historical Fiction,Classics,Feminism,Novels,more",1984-09-27,Angela Carter,Nights the Circus,3.88,13634,1241,194.0,3479.0
"Fiction,Historical Fiction,Historical Classics,Romance,Womens,Chick,Lit,more",1982-01-01,Helen Hooven Santmyer,And Ladies the Club,4.15,12960,667,11.0,84.0
"Fiction,Spanish,Literature,Latin,American,Literature,Novels,Latin,American,Literature,Classics,more",1965-01-01,Guillermo Cabrera Infante,Three Trapped Tigers,3.92,2046,221,83.0,135.0
"Historical Fiction,Ireland,Fiction,Irish,Literature,War,Historical Literature,more",1979-07-19,Thomas Flanagan,The Year the French,4.08,1128,129,67.0,39.0
"Historical Fiction,Fiction,Young,Adult,Childrens,Historical Middle,Grade,Juvenile,more",1941-01-01,Lois Lenski,Indian Captive The Story Mary Jemison,3.85,10263,574,235.0,181.0
"Historical Fiction,Historical Regency,Historical Romance,Fiction,Mystery,Regency,Romance,more",1936-01-01,Georgette Heyer,The Talisman Ring,4.08,9553,917,256.0,5063.0
"Fiction,German,Literature,Classics,Germany,Historical Fiction,War,World,War,I,I,more",1942-09-01,Anna Seghers,Das siebte Kreuz,3.97,2862,205,144.0,102.0
"Manga,Comics,Graphic,Novels,Science,Fiction,Fiction,Cyberpunk,Dystopia,more",1984-09-21,Katsuhiro Otomo,Akira Vol,4.4,35302,1607,406.0,813.0
"Fantasy,Fiction,Horror,Short,Stories,High,Fantasy,Dark,Fantasy,Science,Fiction,more",1978-11-07,Tanith Lee,Nights Master,4.04,3053,411,664.0,1757.0
"Poetry,Nobel,Prize,Classics,Greeceth,Century,European,Literature,Fiction,more",1959-01-01,Odysseas Elytis,The Axion Esti,4.61,1095,67,102.0,259.0
"Science,Fiction,Fiction,Horror,Cyberpunk,Speculative,Fiction,Science,Fiction,Fantasy,Fantasy,more",1985-04-01,Greg Bear,Blood Music,3.84,15382,954,221.0,1992.0
"Fiction,Fantasy,Dystopia,Albanian,Literature,Literature,Classics,Novels,more",1981-01-01,Ismail Kadare,The Palace Dreams,3.97,5033,531,278.0,1588.0
"Fiction,Fantasy,Magical,Realism,Science,Fiction,Classics,Novelsth,Century,more",1972-01-01,Angela Carter,The Infernal Desire Machines Doctor Hoffman,3.74,3740,412,194.0,3479.0
"Historical Fiction,Fiction,Historical Scotland,Fantasy,Adventure,Romance,more",1961-01-01,Dorothy Dunnett,The Game Kings,4.15,9718,1363,47.0,807.0
"Fiction,Classics,Australia,Novels,Literatureth,Century,Literary,Fiction,more",1940-01-01,Christina Stead,The Man Who Loved Children,3.57,4501,551,30.0,117.0
"Fiction,Classics,New,York,Contemporary,Novels,American,Literary,Fiction,more",1984-08-12,Jay McInerney,Bright Lights Big City,3.8,34563,2113,56.0,1020.0
"Poetry,Literature,The,United,States,Of,Americath,Century,United,States,American,Southern,more",1977-01-01,Frank Stanford,The Battlefield Where the Moon Says Love You,4.67,486,43,16.0,88.0
"Fiction,Mental,Illness,Novels,Contemporary,Realistic,Fiction,Psychology,Adult,Fiction,more",1981-01-28,Kate Braverman,Lithium for Medea,3.97,488,53,31.0,81.0
"Science,Nonfiction,History,Physics,Biography,Popular,Science,Mathematics,more",2000-01-01,David Bodanis,Emc Biography the Worlds Most Famous Equation,4.1,8121,487,25.0,144.0
"Historical Fiction,Fiction,Historical Medieval,British,Literatureth,Century,Romance,more",1988-04-01,Sharon Kay Penman,Falls the Shadow,4.4,10364,485,36.0,3922.0
"Historical Fiction,Fiction,War,Historical World,War,I,Literary,Fiction,British,Literature,more",1991-05-30,Pat Barker,Regeneration,4.02,31695,2056,26.0,2300.0
"Fiction,Russia,Russian,Literature,Classics,Literature,Novelsth,Century,more",1913-01-01,Andrei Bely,Petersburg,3.97,5414,357,161.0,145.0
Poetry,1968-01-01,Bill Knott,The Naomi Poems Book One Corpse and Beans,4.53,93,13,121.0,35.0
"Fantasy,Science,Fiction,Dystopia,Fiction,Science,Fiction,Fantasy,Heroic,Fantasy,Dark,Fantasy",1977-01-01,Janet Morris,The Golden Sword,4.07,129,13,97.0,348.0
"Fiction,Novels,American,Literature,Literary,Fiction,Humor,Historical Fiction,more",1972-01-01,Steven Millhauser,Edwin Mullhouse The Life and Death American Writer Jeffrey Cartwright,4.05,914,98,73.0,454.0
"Poetry,Classics,African,American,Fiction,Race,Literature,African,American,Literature,more",1994-11-01,Langston Hughes,The Collected Poems,4.36,17874,314,553.0,2007.0
"Science,Fiction,Fantasy,Fiction,Science,Fiction,Fantasy,Space,Opera",1980-01-01,Janet Morris,Dream Dancer,3.94,241,24,97.0,348.0
"Philosophy,Theology,Religion,Nonfiction,Christianity",1940-01-01,Reinhold Niebuhr,The Nature and Destiny Man Vol,4.17,122,14,119.0,234.0
"Fantasy,Science,Fiction,Dystopia,Fiction",1983-03-15,Janet Morris,Wind from the Abyss,4.03,125,10,97.0,348.0
"Fiction,Classics,Humor,British,Literature,Historical Fictionth,Century,Novels,more",1952-01-01,Barbara Pym,Excellent Women,3.92,18171,2613,34.0,889.0
"Fiction,Novels,Contemporary,Literary,Fiction,Literature,Adult,Adult,Fiction,more",1991-01-01,Russell Banks,The Sweet Hereafter,3.86,9771,799,58.0,936.0
"Programming,Computer,Science,Nonfiction,Reference,Technology,Technical,Computers,more",1978-01-01,Brian Kernighan,The Programming Language,4.44,10846,525,31.0,293.0
"Humor,Business,Nonfiction,Comics,Comedy,Management,Leadership,more",1996-04-18,Scott Adams,The Dilbert Principle CubiclesEye View Bosses Meetings Management Fads Other Workplace Afflictions,3.87,9910,427,256.0,1223.0
"Humor,Nonfiction,Essays,Memoir,Biography,Comedy,Autobiography,more",1996-01-01,Erma Bombeck,Forever Erma BestLoved Writing from Americas Favorite Humorist,4.3,2213,225,103.0,513.0
"Fantasy,Fiction,Classics,Humor,Mythology,Novels,Comedy,more",1919-09-01,James Branch Cabell,Jurgen,3.82,1041,142,201.0,120.0
"Fiction,Historical Fiction,Literary,Fiction,British,Literature,Literature,Contemporary,Novels,more",1985-01-01,Byatt,Still Life,3.88,2490,181,168.0,2568.0
"Fiction,German,Literature,Literature,Classics,Germany,Novels,Nobel,Prize,more",1977-01-01,G nter Grass,The Flounder,3.79,1711,111,414.0,1638.0
"Fiction,Historical Fiction,Thriller,War,Adventure,World,War,I,I,Military,Fiction,more",1955-01-01,Alistair MacLean,HMS Ulysses,4.07,7543,411,267.0,1116.0
"Fiction,Fantasy,Science,Fiction,Classics,Literature,Speculative,Fiction,Novels,more",1971-02-12,Doris Lessing,Briefing for Descent Into Hell,3.73,2252,250,488.0,2850.0
"Fiction,France,Historical Fiction,French,Literature,Roman,Novelsth,Century,more",1967-01-01,Joseph Kessel,Les cavaliers,4.43,854,64,247.0,165.0
"Fiction,German,Literature,Classics,Germany,Historical Fiction,Novelsth,Century,more",1932-01-01,Hans Fallada,Little Man What Now,4.01,5715,513,219.0,706.0
"Horror,Fiction,Classics,Fantasy,Ghosts,Literature,British,Literature,more",1969-01-01,Kingsley Amis,The Green Man,3.54,2361,265,150.0,499.0
"Fiction,Africa,Humor,Historical Fiction,Novels,Comedy,Literature,more",1981-01-01,William Boyd,Good Man Africa,3.86,5168,310,62.0,2072.0
"Historical Fiction,Fiction,Fantasy,Adventure,Historical Audiobook,Romance,more",1989-01-01,Jean Auel,The Clan the Cave Bear the Valley Horses the Mammoth Hunters the Plains Passage The Shelters Stone,4.44,2058,90,82.0,4130.0
"Nonfiction,History,Canada,Nature,Anthropology,Travel,Memoir,more",1950-12-31,Farley Mowat,People the Deer,4.07,1507,104,99.0,617.0
"Fantasy,Fiction,Epic,Fantasy,Science,Fiction,Fantasy,High,Fantasy,Magic,Young,Adult,more",1997-10-15,David Eddings,Polgara the Sorceress,4.12,30236,424,360.0,5389.0
"Poetry,Goth,Gothic,Queer",1995-01-01,Clint Catalyst,Full Force,4.3,23,1,10.0,35.0
"Nonfiction,History,Classics,Memoir,Biography,War,World,War,I,more",1933-08-28,Vera Brittain,Testament Youth,4.1,11653,1119,65.0,273.0
"Fiction,Horror,Queer,L,G,B,T,Gay,Novels,Dark,more",1991-01-01,Dennis Cooper,Frisk,3.66,3394,381,106.0,1449.0
"Fiction,Westerns,Historical Fiction,Literature,Novels,American,Historical,more",1960-01-01,John Williams,Butchers Crossing,4.18,25664,2640,8.0,1880.0
"Christian,Religion,Theology,Spirituality,Nonfiction,Faith,Christianity,more",1991-01-01,Henri Nouwen,The Return the Prodigal Son Story Homecoming,4.37,23634,1677,334.0,1899.0
"Fiction,Historical Fiction,Novels,Indonesian,Literature,Classics,Literature,Asia,more",1980-08-01,Pramoedya Ananta Toer,Bumi Manusia,4.42,20223,2161,78.0,2860.0
"Romance,Historical Romance,Medieval,Historical Medieval,Romance,Paranormal,Historical Fiction,more",1993-01-01,Elizabeth Lowell,Forbidden,3.93,3907,171,213.0,1857.0
"Fiction,Historical Fiction,Space,Science,Fiction,Historical Novels,Adventure,more",1982-10-01,James Michener,Space,4.0,6737,378,475.0,3162.0
"Historical Fiction,Christian,Fiction,Fiction,Christian,Historical World,War,I,I,Romance,more",1989-05-01,Bodie Thoene,Vienna Prelude,4.28,10344,672,238.0,1258.0
"Fiction,Literature,Novels,American,Literary,Fiction,Classicsth,Century,more",1995-02-21,William Gass,The Tunnel,4.03,1792,292,63.0,628.0
"Mythology,Classics,Nonfiction,History,Greek,Mythology,Reference,Greece,more",1955-01-01,Robert Graves,The Greek Myths Complete Edition,4.15,7352,324,490.0,1767.0
"Classics,Fiction,Historical Fiction,Young,Adult,Childrens,Historical Middle,Grade,more",1945-01-01,Maud Hart Lovelace,Heaven Betsy,4.31,6074,307,46.0,691.0
"Young,Adult,Fiction,Classics,School Realistic,Fiction,Read,For,School Teen,more",1968-10-21,Paul Zindel,The Pigman,3.6,28187,1628,102.0,301.0
"Fiction,Crime,Historical Fiction,Noir,Mystery,Thriller,American,more",1995-02-14,James Ellroy,American Tabloid,4.2,18866,1109,128.0,3924.0
"Poetry,Poland,Nobel,Prize,Polish,Literature,Classics,Literature,Womens,more",1995-01-01,Wis awa Szymborska,View with Grain Sand Selected Poems,4.33,5046,421,200.0,1477.0
"Fantasy,Science,Fiction,Fiction,Dying,Earth,Sword,and,Sorcery,Humor,Classics,more",1966-01-01,Jack Vance,The Eyes the Overworld,4.12,4690,322,825.0,1431.0
"Fiction,Humor,Classics,Historical Fiction,New,York,The,United,States,Of,America,Novels,more",1955-12-01,Patrick Dennis,Auntie Mame Irreverent Escapade,4.04,15658,1693,30.0,125.0
"Reference,Nonfiction,Language,Writing,Linguistics,Teaching,Academic,more",1981-01-01,Michael Swan,Practical English Usage,4.31,1422,83,196.0,114.0
"Memoir,Nonfiction,Short,Stories,Essays,Biography,Queer,L,G,B,T,more",1990-12-01,Cookie Mueller,Walking Through Clear Water Pool Painted Black,4.49,3329,505,18.0,164.0
"Poetry,Short,Stories,Goth,Gothic",1990-06-01,Danielle Willis,Dogs Lingerie,4.31,54,5,17.0,6.0
"Poetry,Queer,Goth,Gothic,Erotica",1994-01-01,Clint Catalyst,Caresses Soft Sandpaper,4.2,20,2,10.0,35.0
"Fantasy,Fiction,Historical Fiction,Magical,Realism,Science,Fiction,Literature,Novels,more",1987-03-01,John Crowley,gypt,3.83,2130,232,118.0,779.0
"Economics,Politics,Nonfiction,Philosophy,Business,History,Finance,more",1979-01-01,Milton Friedman,Free Choose Personal Statement,4.22,8985,537,166.0,1476.0
"France,Fiction,Classics,French,Literature,Roman,Novels,Literature,more",1919-01-01,Andr Gide,Symphonie pastorale,3.63,6662,503,594.0,1611.0
"Fiction,Short,Stories,Classics,Literature,Southern,Gothic,Essays,Gothic,more",1988-01-01,Flannery Connor,Collected Works Wise Blood Good Man Hard Find The Violent Bear Away Everything That Rises Must Converge Essays and Letters,4.49,3381,215,198.0,4879.0
"Young,Adult,Fiction,Childrens,Family,Middle,Grade,Historical Fiction,Chapter,Books,more",1993-01-01,Patricia MacLachlan,Baby,4.11,2143,280,121.0,763.0
"Fiction,Japan,Japanese,Literature,Classics,Nobel,Prize,Literature,Novels,more",1964-01-01,Kenzabur,Personal Matter,3.9,13774,1424,202.0,1544.0
"Historical Fiction,Fiction,Young,Adult,Classics,Historical Childrens,Middle,Grade,more",1961-06-01,Elizabeth George Speare,The Bronze Bow,4.01,25769,2360,23.0,1222.0
"Fiction,Classics,France,Romance,French,Literature,Novelsth,Century,more",1968-01-01,Albert Cohen,Belle Seigneur,4.09,3759,310,142.0,165.0
"Historical Fiction,Time,Travel,Fiction,Historical Romance,Fantasy,Historical Romance,more",1986-01-01,Barbara Erskine,Lady Hay,4.07,8067,650,37.0,1169.0
"Psychology,Nonfiction,Fairy,Tales,Feminism,Mythology,Womens,Philosophy,more",1972-01-01,Marie Louise von Franz,The Feminine Fairy Tales,4.29,775,38,100.0,660.0
"Fiction,Russia,Russian,Literature,Historical Fiction,Classics,Literature,Novels,more",1972-01-01,Vasily Grossman,Forever Flowing,4.21,3975,481,52.0,851.0
"Memoir,Nonfiction,War,History,Biography,Military,Fiction,Biography,Memoir,more",1994-10-01,Tobias Wolff,Pharaohs Army Memories the Lost War,4.1,3397,273,169.0,1152.0
"Science,Physics,Nonfiction,Astronomy,Space,History,Popular,Science,more",1994-09-22,Kip Thorne,Black Holes Time Warps Einsteins Outrageous Legacy,4.22,12934,281,30.0,604.0
"Fiction,Humor,Contemporary,Novels,Audiobook,Literary,Fiction,Adult,Fiction,more",1998-03-09,Tom Perrotta,Election,3.81,12197,1075,32.0,2697.0
"Religion,Philosophy,Nonfiction,History,Anthropology,Mythology,Spirituality,more",1957-01-01,Mircea Eliade,The Sacred and the Profane The Nature Religion,4.11,8328,431,458.0,2474.0
"Christian,Nonfiction,Theology,Christianity,Christian,Living,Spirituality,Faith,more",1957-01-01,Watchman Nee,Sit Walk Stand,4.44,4159,301,386.0,559.0
"Fiction,Literary,Fiction,Literature,Classics,Novels,Southern,Religion,more",1980-01-01,Walker Percy,The Second Coming,3.92,2408,219,68.0,739.0
"Classics,Fiction,Spanish,Literature,Literature,Novels,Latin,American,Book,Club",1976-01-01,Robert Brody,Julio Cort zar Rayuela,4.38,7193,144,16.0,17.0
"Fiction,Canada,Fantasy,Historical Fiction,Religion,Classics,Literary,Fiction,more",1984-01-01,Timothy Findley,Not Wanted the Voyage,3.98,7081,387,53.0,334.0
"Fiction,France,Classics,French,Literature,Literature,Novelsth,Century,more",1957-05-01,Alain Robbe Grillet,Jealousy,3.56,2965,272,88.0,392.0
"Fiction,Spanish,Literature,Horror,Classics,Magical,Realism,Latin,American,Literature,more",1962-01-01,Carlos Fuentes,Aura,3.82,37210,3382,312.0,1581.0
"Historical Romance,Romance,Historical Regency,Historical Fiction,Regency,Romance,Fiction,more",1998-03-01,Stephanie Laurens,Devils Bride,4.07,22810,1572,232.0,5491.0
"Fiction,Historical Fiction,France,Classics,French,Literature,Literature,Novels,more",1968-05-08,Marguerite Yourcenar,L uvre noir,4.03,5475,423,203.0,1460.0
"Science,Fiction,Fiction,Hugo,Awards,War,Science,Fiction,Fantasy,Military,Fiction,Speculative,Fiction,more",1997-10-01,Joe Haldeman,Forever Peace,3.75,21765,708,416.0,2108.0
"Poetry,Classics,Greece,L,G,B,T,Literature,Fiction,Queer,more",1972-01-01,Constantinos Cavafy,Cavafy Collected Poems,4.38,4411,333,221.0,497.0
"Plays,Theatre,Classics,France,Fiction,Drama,French,Literature,more",1959-01-01,Eug ne Ionesco,Rhinoc ros,3.83,17347,891,424.0,897.0
"Fiction,Magical,Realism,Horror,Spanish,Literature,Latin,American,Novels,Literature,more",1970-01-01,Jos Donoso,The Obscene Bird Night,4.18,3334,419,78.0,332.0
"Fiction,Classics,Westerns,Adventure,Novels,Historical Fiction,Literature,more",1935-01-01,Traven,The Treasure the Sierra Madre,4.1,2761,318,136.0,235.0
"Fiction,Classics,Historical Fiction,Humor,Romance,British,Literature,Historical,more",1938-01-01,Winifred Watson,Miss Pettigrew Lives for Day,3.98,17346,2578,7.0,92.0
"Fantasy,Urban,Fantasy,Short,Stories,Fiction,Magical,Realism,Science,Fiction,Fantasy,Science,Fiction,more",1993-04-01,Charles Lint,Dreams Underfoot,4.11,8902,557,449.0,3901.0
"Fiction,Classics,Literary,Fiction,Novels,Literatureth,Century,Philosophy,more",1973-01-01,Iris Murdoch,The Black Prince,3.95,6191,619,110.0,2260.0
"Fiction,Historical Fiction,Novels,Literature,Politicsth,Century,American,more",1977-01-01,Robert Coover,The Public Burning,4.01,1380,144,119.0,343.0
"Nonfiction,History,Biography,Holocaust,Classics,World,War,I,I,Historical,more",1992-01-01,Ruud van der Rol,Anne Frank Beyond the Diary Photographic Remembrance,4.28,25979,302,6.0,11.0
"Short,Stories,Fiction,Literature,American,Classics,Literary,Fictionth,Century,more",1981-09-14,Donald Barthelme,Sixty Stories,4.19,6002,394,147.0,727.0
"Fiction,Classics,L,G,B,T,Queer,Gay,Literary,Fiction,Novels,more",1964-01-01,Christopher Isherwood,Single Man,4.06,34332,3180,177.0,1381.0
